x,y
-0.3563451612323493,0.8659110168936783
-0.18148096235317615,-0.7494108391739612
0.2534345501366262,-1.8553848384254323
-0.4455874717933175,0.8729389635588046
0.658032668285362,-1.602501882610207
-0.306945929405275,1.0708502213484048
-0.5438166240132152,0.7901041629724161
-0.12722203095607312,0.8969357093989874
0.9629349194416449,-0.7468872820864854
0.8730611823264985,-0.6470298337411072
1.3397919545118866,-1.1690164049360372
-0.15745635406564618,0.9089617947243329
-1.3772546018140788,0.7717149874120034
-0.2609384710468468,0.6824345631472113
1.046149751594771,-1.4080803330866032
-0.7632060748131465,-0.6132646019823751
-0.36916647559918364,-1.3146412143273167
-0.6277900608939542,-0.5754398376324595
-0.38541880144502494,1.115533575924088
1.9336162709528928,-0.8661948731022068
-2.2891648997403764,-1.7469838407831344
-0.8146620927654211,0.9650429472239067
-0.5634457774611062,0.9549640491892826
-0.8745502547615723,0.5550680043980478
-0.7652123564347147,-0.7957344487004914
-0.3793231191272219,0.9649158308279862
-0.30999801968596363,-1.1727767532798026
-0.4544119733829443,0.712232348139884
1.6263324937200307,-0.34323628193251043
-0.4828940429451587,0.7728091949393422
-2.019560293749106,-1.6385464898821065
0.6808060716861334,-0.7500970940592715
1.3132724589137796,-0.8896994553605683
-0.8411057521860361,-1.1127915426791715
-0.1415511106861124,1.0164695440399376
-0.6227282836904086,0.25275532224619
-0.5238977097376796,0.8668596952965755
0.15884568283512185,0.2038966273226812
-0.7152974473373441,0.8029781458806905
1.531417542732756,-2.208156228657748
-0.46935971841639723,0.9896154678942353
-0.11310498225686401,0.8303840195742473
0.3135450506140688,-2.0604077157108383
-0.41200868201937885,0.6781491340883665
1.174018592987307,-0.8907932505611117
3.1563395599561472,-0.9649538218632809
-0.1551466338679262,0.7410744652049028
-0.410148594820458,1.2961382918700126
0.2700178230521711,-0.8720968254387007
-0.256200152215346,0.48880876028507936
-0.4536653099670974,1.0840400882345664
-0.4985150807620345,-1.0269633437969978
1.5399382163064603,-0.2439143404837653
-0.20356279999212654,1.0223288470424938
2.561367784811321,-0.7270569730881338
-0.14900300797194135,-1.8228349000340118
-0.3019932083432147,0.7390136669713948
-0.5304821572152733,0.94195820774532
-0.38887824846431507,1.1365382190418625
-1.154437002529438,1.10628189499881
-0.1943792591765274,1.0109630655901394
-0.240390422602743,-1.0280365907240703
-0.2958811431665627,0.8461550019999727
-0.9082373933910921,-1.6427220328924779
-0.8933150824225286,1.0732717899749513
0.6415273382528868,-1.49043013147261
0.14128939022368867,-0.42346859078087223
-0.07445456430401101,0.7670829483369955
1.6598265847991722,-1.3572404375106224
-0.7614246651529867,0.9546285879675158
0.6359757760944207,-1.86674976833623
-0.1423801084939861,1.025752418375262
-0.43889916761094033,1.1311160385154402
0.9354164779460956,-0.13701634580386166
